,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.78125,0.7987888996238343,0.807035400020523,0.7766476701389152,0.7640477685005383,0.7776530403369991,0.7861713173410608,0.8721879975446041
1,0.854545454545455,0.8203376727729893,0.8313486199543355,0.8226075934508412,0.8056531348035344,0.7866885209404182,0.8078392707203139,0.8723524626055139
2,0.886075949367089,0.8358793264984513,0.8600957611727783,0.8343454647727377,0.8055354209500257,0.8170256897049785,0.8324646127169232,0.8729617740687914
3,0.8854166666666671,0.8049322780776381,0.8206034787666777,0.7925092920692666,0.7625370230371248,0.7834841740466119,0.7997652923609112,0.8833786016065781
4,0.8173076923076924,0.8077744189176296,0.8219057014318529,0.7905107669897724,0.7801950428352454,0.7807560631225756,0.7921744085037621,0.8775702128667537
5,0.7899999999999995,0.8072474319855378,0.8182519611309315,0.80073187241873,0.769660809034735,0.7833727023146959,0.7975428871202673,0.8772132132986893
6,0.84,0.8313283947148407,0.8427239970416683,0.8360832469798969,0.8020995041547715,0.8192062412972331,0.8360342794597482,0.8599871806453031
7,0.8018018018018014,0.8234174331615038,0.8282792998663439,0.8218559344740678,0.7883036949367057,0.8006582160549066,0.8206568823860875,0.8647373569074517
8,0.8297872340425531,0.8022173918020458,0.8133066089474174,0.7979070288802504,0.7666422547450182,0.7838050370357048,0.7939642509688375,0.8746904682253089
9,0.8518518518518514,0.826768822552506,0.8445921588073252,0.8129454827998114,0.8000165900916113,0.8029807033415134,0.8212185024583845,0.8611973327147489
10,0.8144329896907221,0.8273068651841652,0.8386992645344993,0.8194923805895361,0.8176046523301627,0.8078090003898061,0.8206728967717708,0.8573258597958461
11,0.8387096774193549,0.7935495725033156,0.7931552714432614,0.7945801226761984,0.7816560962728274,0.7681353379732382,0.7933380057017738,0.8795433236560007
12,0.805555555555556,0.806706810477827,0.8188719631947462,0.7948683458816889,0.802166563634549,0.7808559592533686,0.8055681818122125,0.8689009429706622
13,0.8349514563106799,0.7979824016624519,0.8078984788982929,0.793109021229007,0.7853984922257154,0.7684139171357759,0.790106820445913,0.8720369456268792
14,0.8333333333333331,0.8027815470583549,0.8156244848295127,0.8067886219535231,0.8190270262032731,0.7845135748088344,0.8081716763437199,0.8680145651440989
15,0.8602150537634403,0.8004645606325195,0.8078865568533914,0.7938075098794178,0.7774056100751765,0.773276167718829,0.8004945220702621,0.8834162303065533
16,0.8148148148148142,0.8148328616432846,0.8491204564198608,0.8177738983883359,0.7810001260818121,0.7966208360981476,0.8143349150518684,0.8826753247318229
17,0.8723404255319155,0.8534997942974697,0.8663820907298057,0.8493465663258273,0.8290322302757336,0.838349060837239,0.8442055254629249,0.8567702839256895
18,0.91304347826087,0.8214858503815934,0.8250456538701357,0.8064475299804268,0.7957082237048148,0.7928568734607008,0.8074623710561564,0.8757597567169655
19,0.8431372549019611,0.8268154764633802,0.8500574295568876,0.8294540221756642,0.8004778522357691,0.8154307982774672,0.8245753547386644,0.8605976587967425
20,0.8090909090909087,0.8491903903637318,0.8515241633106393,0.8517802110834054,0.8240383210417905,0.829366481813617,0.8452956379810935,0.8749087824430273
21,0.7142857142857142,0.7984475487635557,0.810378144268736,0.7908876078912876,0.7827170391445812,0.7693765188462663,0.7913919701755593,0.874211757632294
22,0.8829787234042559,0.8242736773721017,0.838182862952476,0.8270642633786625,0.826018703462242,0.8065684056807426,0.8242555346467414,0.8856661293838449
23,0.8421052631578941,0.816802291818984,0.8283071500968876,0.8184913722884766,0.779461683285102,0.7911111159897105,0.8129808999863302,0.8757170757045368
24,0.8363636363636361,0.8131146415488238,0.8303763879073858,0.8020112750993058,0.7759645438734172,0.7974052160435662,0.8177860421533685,0.8712504640354031
