,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.8333333333333331,0.8320773578679589,0.8300255506164257,0.8356743734542067,0.8500040386137656,0.8210794373467516,0.8340222144586523,0.8721879975446041
1,0.8952380952380955,0.8178893769431448,0.8083296823662198,0.8304969536086769,0.860310351165623,0.8137025612751351,0.8267434964925559,0.8723524626055139
2,0.8235294117647063,0.813672366233119,0.8065688624677355,0.8253612316641227,0.8514599992407267,0.815310640594276,0.8175232372249461,0.8729617740687914
3,0.9042553191489365,0.8370319462663295,0.8290251597791394,0.8484414107299972,0.8667707738494609,0.8332768087396906,0.8463158175479417,0.8833786016065781
4,0.8585858585858582,0.8271343539019096,0.8282790225034649,0.841549435322306,0.8606206043940202,0.8154917549679873,0.8350029343052595,0.8775702128667537
5,0.8586956521739136,0.8365633542807173,0.8359622151088986,0.8437518522430277,0.8694768776638261,0.8242923437040476,0.8395689625671005,0.8772132132986893
6,0.7636363636363642,0.8191929615829981,0.8140642534959065,0.8328409190560967,0.8483175225727707,0.805087158568142,0.8287658404340272,0.8599871806453031
7,0.864077669902912,0.8157834836996911,0.8100649699997792,0.8325144120645245,0.8406320046811718,0.8049869378895836,0.8233484071774111,0.8647373569074517
8,0.8764044943820225,0.8393869092673741,0.8349403126604186,0.8412349382450096,0.8473985609025334,0.8273479295222574,0.8430058965766482,0.8746904682253089
9,0.8761904761904765,0.8285552027980512,0.8220905525802648,0.8420425775495851,0.8625339746842334,0.8147914435465523,0.8336457405770585,0.8611973327147489
10,0.8876404494382018,0.8046810261125615,0.7954127890931454,0.8121580471262735,0.8410539849037921,0.7907556166035239,0.8132038845726639,0.8573258597958461
11,0.8478260869565222,0.8315805830243472,0.8226646953255483,0.830842873054402,0.8541228101879667,0.8212777241995187,0.8374107843436798,0.8795433236560007
12,0.8877551020408168,0.8155394861283479,0.8213042413487368,0.8308900322443155,0.8623730111237453,0.8031768609923464,0.83059595822342,0.8689009429706622
13,0.8865979381443302,0.8276576935444329,0.8215692923778353,0.8288775455586158,0.8585571213699521,0.8167428332405893,0.8383493865798481,0.8720369456268792
14,0.78125,0.8131001592995878,0.799823333793722,0.8211628236903631,0.8504979326863319,0.8055352531633911,0.8220497512426191,0.8680145651440989
15,0.8421052631578941,0.8368520247836392,0.8304989260424038,0.8437009091957393,0.8637118480092185,0.8267480424276156,0.8468803445445403,0.8834162303065533
16,0.8712871287128718,0.820841552446211,0.8266042893320046,0.8336775683618207,0.8406800493117268,0.8153292109094361,0.8319449385977562,0.8826753247318229
17,0.8118811881188118,0.7934385327749769,0.797110867643313,0.8116922990386615,0.8407318943397771,0.7794461095547767,0.8096818459763688,0.8567702839256895
18,0.848484848484848,0.8302731630703253,0.8341933615848457,0.839632178403606,0.8732472770493799,0.8210725768737465,0.8381769340004166,0.8757597567169655
19,0.8113207547169808,0.8078236930615991,0.8066651646189442,0.8157279705431718,0.8468201031015425,0.7942716582518492,0.8174911234556073,0.8605976587967425
20,0.7946428571428574,0.7959159116258411,0.7848583990975453,0.8148351542755182,0.8502381715240196,0.7824821016258664,0.8110882303444245,0.8749087824430273
21,0.8552631578947365,0.8401245360213869,0.8350683949583035,0.85148754699655,0.8702291436929305,0.8313409484142122,0.852631604262456,0.874211757632294
22,0.7980769230769232,0.8064923073686875,0.8058507481640295,0.8182976192421534,0.8476423742070139,0.7993609654629257,0.8223459585615301,0.8856661293838449
23,0.8602150537634403,0.8193372984924715,0.8241548204911374,0.8279849745502081,0.8632772870532529,0.8060596883159966,0.8333953808868242,0.8757170757045368
24,0.8761904761904765,0.8244342337280319,0.8165554926449585,0.837269311619194,0.8535735088055763,0.8141376875393228,0.8408113491919559,0.8712504640354031
