,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.8811097756410257,0.8977598368174527,0.9075318423864179,0.8924014472379692,0.879553312476213,0.8962509630999953,0.9035371910533333,0.9216171823648934
1,0.9279797979797982,0.9009247983976975,0.9104903133059258,0.9008112196973628,0.8811826748399516,0.89986114150008,0.9086803496799459,0.9279865066747938
2,0.9247829270844223,0.9043678944760692,0.9109867070437618,0.9008476036603537,0.8858703104971242,0.9038800065336778,0.9101139499130605,0.9312104400923437
3,0.954226762820512,0.9051649639986371,0.9164049557852997,0.9041524787492006,0.8852182755279495,0.9047067747544465,0.9117153128825912,0.9201130466077362
4,0.9238782051282046,0.9051121579236177,0.9151142634625656,0.9034786961022712,0.877823751057031,0.8992495624094973,0.9085916519207824,0.9223819459901729
5,0.9215000000000005,0.904644162126175,0.9136242633998054,0.8976154266101795,0.8837515582434078,0.9011677665883795,0.9095046992836447,0.9286895276330357
6,0.9055,0.9047912131562125,0.9165645580480211,0.9009465644115919,0.8882879168558627,0.8995562831651976,0.9115171811090731,0.9143085640115339
7,0.9025204980261164,0.9001273190962646,0.9075333955573589,0.8933809214414666,0.8827365345083431,0.8948692014142289,0.9055642107573421,0.9176242104613223
8,0.9145925331192294,0.9031109921089652,0.9140593525956414,0.895153242745964,0.8812877832844687,0.8978388826913323,0.9092771655539972,0.9162928292692504
9,0.9139492753623192,0.9060158459709771,0.9176013147776002,0.8997277677867194,0.8968132570800765,0.9019154396411362,0.9107415364107083,0.9265999199917048
10,0.9269342408167349,0.8955051931647924,0.9029319122267031,0.8871883774063761,0.8763402765946463,0.8895564991781449,0.901584538596732,0.908995761720762
11,0.9377951964626668,0.8962534121325606,0.904076465448042,0.8883969840141575,0.8804929572268592,0.8902074771600386,0.9011475842395782,0.9082434573081765
12,0.9199879227053139,0.8943293170712617,0.9013638685648409,0.89162285521252,0.8847891275546821,0.8905858909046317,0.9021708127645851,0.9076639373129466
13,0.9425482934641175,0.8968266511831317,0.9022336497073569,0.8891636542632158,0.8770914421725223,0.8877064520221091,0.9004267259937728,0.9154543421166019
14,0.8901010101010096,0.8941483394183166,0.9014921784597011,0.8894051879574768,0.8828877753866847,0.8904288644069382,0.9009475834032298,0.9153622544800155
15,0.9232237966033561,0.9030595698221642,0.9095967175374174,0.8963649933873821,0.8839300704135837,0.8979122172456967,0.9104782401669756,0.927290408870477
16,0.9230072463768122,0.9033361136654973,0.9116052032356118,0.8992724723924255,0.8845813014763982,0.9030303146979715,0.9117956374968781,0.9291313744276327
17,0.9204134885588113,0.9019513567535125,0.9125742090222448,0.898561010196708,0.8858214967498411,0.8993462619197587,0.9094527173371405,0.9315715282072464
18,0.952898550724637,0.9048577550914314,0.9135300205774283,0.8980067732481315,0.8916361164460277,0.903098924601726,0.9113677187912648,0.9359053077762913
19,0.8950580232092838,0.8993605579965236,0.9091773733990145,0.8937111987102433,0.8772597212310809,0.8951260678213713,0.9053323148327561,0.9262725124152035
20,0.877575757575758,0.9002607999986683,0.9060308571870459,0.8936880443542031,0.8850240813439686,0.8942095778672191,0.9093801465434438,0.9251161748787321
21,0.9016029841717915,0.906109664134472,0.914868437213262,0.9027624608851476,0.8898430793206896,0.9014010616870343,0.9123413246554463,0.927878753764309
22,0.9225210758731429,0.8985019841840526,0.9078759044514837,0.893956997176912,0.8925292234472834,0.895865255061203,0.9077551144882808,0.9252885044061168
23,0.9269172932330826,0.9005354228435822,0.907118580030467,0.8961120749346797,0.8826508110425079,0.8946916511590608,0.9068214067819145,0.9229466622684511
24,0.9281818181818188,0.90339078247276,0.9118138286940588,0.8961077427275138,0.8899401789029354,0.8977425255124483,0.9110478117047461,0.923278564717457
