,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.8200000000000002,0.8208333333333333,0.8245,0.8021666666666666,0.783,0.8143333333333334,0.8165,0.8361666666666665
1,0.8649999999999995,0.8208333333333333,0.8208333333333331,0.8191666666666665,0.8096666666666665,0.8133333333333334,0.821,0.8399999999999997
2,0.8799999999999998,0.8241666666666667,0.8308333333333332,0.8203333333333332,0.8040000000000002,0.8251666666666666,0.8253333333333333,0.8404999999999999
3,0.8999999999999996,0.8261666666666667,0.8293333333333333,0.8168333333333333,0.7925000000000001,0.8224999999999999,0.8285,0.8401666666666666
4,0.8350000000000005,0.8218333333333334,0.8293333333333333,0.8121666666666666,0.7975000000000001,0.8123333333333334,0.8198333333333334,0.8306666666666664
5,0.8299999999999994,0.8270000000000001,0.8321666666666664,0.8175,0.7976666666666666,0.8178333333333333,0.8245,0.8404999999999998
6,0.7899999999999995,0.8259999999999998,0.8286666666666666,0.8256666666666665,0.8003333333333332,0.8200000000000003,0.8333333333333335,0.8328333333333334
7,0.8200000000000002,0.8206666666666667,0.8208333333333332,0.8196666666666665,0.7886666666666666,0.8131666666666667,0.8241666666666667,0.8350000000000001
8,0.8649999999999995,0.8261666666666666,0.8298333333333334,0.8136666666666664,0.7798333333333333,0.8196666666666667,0.8246666666666668,0.8268333333333334
9,0.8550000000000003,0.8298333333333333,0.8343333333333335,0.8218333333333333,0.8085,0.8196666666666667,0.8301666666666666,0.8366666666666667
10,0.8599999999999997,0.8151666666666666,0.8153333333333332,0.8056666666666668,0.8028333333333333,0.8073333333333335,0.8175,0.8279999999999997
11,0.8550000000000003,0.8186666666666667,0.8150000000000001,0.8069999999999999,0.7941666666666666,0.8103333333333331,0.8213333333333334,0.8244999999999998
12,0.84,0.8141666666666668,0.824,0.8071666666666669,0.8093333333333335,0.8045000000000001,0.8223333333333332,0.8314999999999999
13,0.8599999999999997,0.8179999999999998,0.8198333333333333,0.8045000000000002,0.7986666666666669,0.8083333333333333,0.8208333333333334,0.8403333333333336
14,0.8200000000000002,0.8113333333333331,0.8096666666666665,0.8059999999999999,0.8098333333333333,0.8078333333333334,0.8183333333333332,0.8239999999999998
15,0.8599999999999997,0.824,0.8248333333333331,0.8141666666666667,0.7980000000000002,0.8156666666666667,0.8295000000000001,0.8333333333333335
16,0.8350000000000005,0.8206666666666665,0.8388333333333333,0.8186666666666665,0.7851666666666667,0.8176666666666669,0.8266666666666665,0.8566666666666668
17,0.8449999999999996,0.818,0.8263333333333335,0.817,0.808,0.8106666666666664,0.8245,0.8396666666666665
18,0.8850000000000005,0.8291666666666665,0.8336666666666666,0.8173333333333334,0.8128333333333333,0.8199999999999998,0.8275,0.8445000000000001
19,0.8200000000000002,0.8171666666666665,0.8268333333333333,0.8118333333333333,0.7985000000000001,0.8118333333333333,0.8221666666666668,0.8361666666666664
20,0.7800000000000001,0.8183333333333331,0.8133333333333331,0.8206666666666667,0.8121666666666668,0.8098333333333331,0.8260000000000003,0.8518333333333333
21,0.8150000000000002,0.8251666666666666,0.8283333333333335,0.8168333333333335,0.8046666666666668,0.8164999999999999,0.8288333333333333,0.8448333333333333
22,0.84,0.8156666666666667,0.8214999999999999,0.8125,0.8113333333333335,0.8113333333333332,0.825,0.8548333333333332
23,0.8599999999999997,0.8204999999999999,0.8290000000000001,0.8151666666666667,0.7986666666666667,0.8105,0.827,0.8561666666666665
24,0.8449999999999996,0.8218333333333333,0.8256666666666665,0.814,0.7910000000000001,0.8171666666666667,0.833,0.8361666666666666
