,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.815,0.83,0.79,0.78,0.855,0.78,0.845
1,0.865,0.825,0.82,0.825,0.81,0.825,0.81,0.84
2,0.88,0.825,0.835,0.83,0.815,0.825,0.795,0.84
3,0.9,0.82,0.83,0.815,0.805,0.825,0.795,0.84
4,0.835,0.81,0.825,0.805,0.805,0.825,0.805,0.835
5,0.83,0.82,0.83,0.83,0.79,0.81,0.785,0.84
6,0.79,0.825,0.845,0.84,0.785,0.84,0.8,0.84
7,0.82,0.84,0.85,0.8,0.785,0.835,0.8,0.84
8,0.865,0.83,0.85,0.82,0.78,0.835,0.815,0.835
9,0.855,0.815,0.84,0.835,0.815,0.855,0.8,0.85
10,0.86,0.82,0.82,0.795,0.795,0.82,0.79,0.825
11,0.855,0.84,0.825,0.8,0.79,0.82,0.785,0.82
12,0.84,0.835,0.83,0.8,0.815,0.81,0.8,0.835
13,0.86,0.815,0.835,0.81,0.805,0.825,0.81,0.84
14,0.82,0.83,0.83,0.795,0.81,0.795,0.79,0.825
15,0.86,0.815,0.83,0.805,0.78,0.815,0.8,0.84
16,0.835,0.81,0.835,0.845,0.785,0.84,0.79,0.855
17,0.845,0.82,0.825,0.82,0.815,0.82,0.785,0.85
18,0.885,0.825,0.835,0.83,0.815,0.855,0.79,0.855
19,0.82,0.83,0.83,0.805,0.79,0.82,0.8,0.84
20,0.78,0.84,0.82,0.83,0.81,0.835,0.795,0.85
21,0.815,0.84,0.83,0.825,0.8,0.84,0.805,0.85
22,0.84,0.835,0.82,0.82,0.805,0.83,0.81,0.865
23,0.86,0.845,0.84,0.83,0.795,0.825,0.815,0.855
24,0.845,0.83,0.82,0.82,0.79,0.845,0.825,0.84
