,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.785,0.835,0.765,0.77,0.83,0.84,0.85
1,0.865,0.82,0.825,0.755,0.805,0.82,0.845,0.855
2,0.88,0.795,0.845,0.75,0.795,0.81,0.855,0.86
3,0.9,0.785,0.85,0.755,0.79,0.835,0.85,0.855
4,0.835,0.785,0.815,0.75,0.79,0.785,0.86,0.85
5,0.83,0.81,0.845,0.765,0.78,0.845,0.845,0.855
6,0.79,0.83,0.815,0.77,0.795,0.835,0.865,0.855
7,0.82,0.795,0.795,0.765,0.78,0.81,0.855,0.855
8,0.865,0.8,0.83,0.77,0.78,0.845,0.85,0.84
9,0.855,0.8,0.825,0.77,0.795,0.835,0.87,0.85
10,0.86,0.785,0.82,0.74,0.815,0.835,0.865,0.845
11,0.855,0.76,0.81,0.76,0.78,0.835,0.865,0.825
12,0.84,0.79,0.815,0.755,0.79,0.835,0.85,0.84
13,0.86,0.785,0.82,0.755,0.79,0.825,0.84,0.855
14,0.82,0.77,0.805,0.74,0.795,0.825,0.845,0.83
15,0.86,0.765,0.825,0.735,0.79,0.835,0.845,0.84
16,0.835,0.79,0.855,0.76,0.765,0.835,0.845,0.87
17,0.845,0.82,0.82,0.735,0.79,0.795,0.855,0.855
18,0.885,0.8,0.81,0.735,0.8,0.83,0.855,0.855
19,0.82,0.79,0.83,0.75,0.785,0.85,0.87,0.85
20,0.78,0.84,0.805,0.75,0.81,0.81,0.855,0.875
21,0.815,0.8,0.815,0.78,0.81,0.835,0.88,0.86
22,0.84,0.81,0.82,0.75,0.815,0.82,0.86,0.87
23,0.86,0.815,0.825,0.755,0.795,0.81,0.865,0.875
24,0.845,0.82,0.825,0.76,0.77,0.83,0.875,0.855
