,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.8,0.795,0.845,0.76,0.785,0.795,0.84
1,0.865,0.815,0.815,0.84,0.79,0.785,0.805,0.84
2,0.88,0.81,0.825,0.85,0.81,0.825,0.82,0.845
3,0.9,0.785,0.82,0.825,0.78,0.82,0.815,0.84
4,0.835,0.79,0.815,0.855,0.785,0.8,0.785,0.835
5,0.83,0.805,0.83,0.85,0.77,0.785,0.8,0.84
6,0.79,0.79,0.825,0.85,0.805,0.78,0.84,0.84
7,0.82,0.785,0.83,0.835,0.775,0.8,0.825,0.84
8,0.865,0.8,0.81,0.845,0.75,0.8,0.81,0.835
9,0.855,0.8,0.82,0.84,0.795,0.8,0.82,0.835
10,0.86,0.785,0.795,0.84,0.785,0.805,0.79,0.83
11,0.855,0.77,0.785,0.84,0.765,0.78,0.805,0.825
12,0.84,0.79,0.8,0.835,0.78,0.8,0.805,0.83
13,0.86,0.795,0.8,0.835,0.765,0.805,0.805,0.85
14,0.82,0.775,0.79,0.83,0.79,0.79,0.805,0.83
15,0.86,0.805,0.815,0.845,0.775,0.795,0.825,0.835
16,0.835,0.79,0.81,0.845,0.745,0.78,0.82,0.85
17,0.845,0.79,0.815,0.83,0.805,0.765,0.83,0.845
18,0.885,0.79,0.815,0.835,0.785,0.775,0.825,0.835
19,0.82,0.785,0.83,0.82,0.78,0.775,0.81,0.845
20,0.78,0.79,0.81,0.855,0.81,0.775,0.805,0.85
21,0.815,0.78,0.825,0.83,0.78,0.8,0.805,0.84
22,0.84,0.77,0.805,0.84,0.8,0.78,0.815,0.855
23,0.86,0.785,0.815,0.855,0.77,0.79,0.805,0.87
24,0.845,0.765,0.82,0.84,0.77,0.765,0.805,0.835
