,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.82,0.815,0.805,0.785,0.78,0.83,0.855
1,0.865,0.825,0.82,0.835,0.81,0.79,0.845,0.86
2,0.88,0.84,0.83,0.855,0.795,0.82,0.86,0.86
3,0.9,0.83,0.84,0.82,0.78,0.815,0.85,0.855
4,0.835,0.83,0.815,0.82,0.795,0.775,0.825,0.85
5,0.83,0.85,0.85,0.85,0.79,0.8,0.84,0.86
6,0.79,0.82,0.83,0.85,0.795,0.805,0.85,0.845
7,0.82,0.82,0.83,0.855,0.795,0.795,0.835,0.845
8,0.865,0.835,0.825,0.845,0.77,0.8,0.845,0.84
9,0.855,0.84,0.845,0.855,0.795,0.795,0.84,0.86
10,0.86,0.81,0.8,0.815,0.815,0.825,0.81,0.85
11,0.855,0.845,0.775,0.805,0.8,0.8,0.81,0.845
12,0.84,0.815,0.825,0.835,0.815,0.81,0.83,0.84
13,0.86,0.825,0.82,0.81,0.795,0.81,0.82,0.86
14,0.82,0.8,0.8,0.81,0.805,0.82,0.815,0.845
15,0.86,0.84,0.825,0.835,0.795,0.785,0.855,0.85
16,0.835,0.845,0.84,0.845,0.79,0.8,0.84,0.87
17,0.845,0.825,0.84,0.83,0.795,0.825,0.815,0.86
18,0.885,0.855,0.83,0.855,0.805,0.81,0.825,0.865
19,0.82,0.815,0.835,0.83,0.79,0.81,0.83,0.85
20,0.78,0.825,0.84,0.865,0.81,0.825,0.835,0.855
21,0.815,0.835,0.845,0.815,0.795,0.835,0.855,0.865
22,0.84,0.815,0.825,0.83,0.81,0.82,0.83,0.87
23,0.86,0.825,0.835,0.825,0.8,0.8,0.855,0.87
24,0.845,0.795,0.815,0.825,0.785,0.815,0.85,0.855
