,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.86,0.83,0.805,0.8,0.8,0.825,0.84
1,0.865,0.85,0.835,0.835,0.825,0.805,0.85,0.85
2,0.88,0.825,0.835,0.83,0.82,0.84,0.87,0.85
3,0.9,0.845,0.835,0.83,0.82,0.825,0.855,0.85
4,0.835,0.835,0.82,0.825,0.8,0.815,0.825,0.83
5,0.83,0.845,0.835,0.83,0.805,0.81,0.86,0.85
6,0.79,0.87,0.835,0.795,0.805,0.8,0.865,0.85
7,0.82,0.835,0.83,0.83,0.79,0.81,0.845,0.85
8,0.865,0.855,0.82,0.825,0.805,0.81,0.85,0.84
9,0.855,0.86,0.84,0.84,0.815,0.81,0.855,0.845
10,0.86,0.85,0.81,0.8,0.805,0.81,0.84,0.84
11,0.855,0.855,0.81,0.795,0.79,0.815,0.855,0.83
12,0.84,0.835,0.795,0.815,0.81,0.805,0.85,0.84
13,0.86,0.86,0.825,0.8,0.815,0.77,0.865,0.85
14,0.82,0.85,0.815,0.81,0.805,0.795,0.84,0.825
15,0.86,0.84,0.815,0.8,0.79,0.835,0.845,0.835
16,0.835,0.83,0.83,0.825,0.8,0.835,0.88,0.87
17,0.845,0.835,0.84,0.815,0.815,0.825,0.86,0.845
18,0.885,0.845,0.83,0.85,0.82,0.825,0.845,0.855
19,0.82,0.825,0.835,0.815,0.805,0.8,0.86,0.85
20,0.78,0.84,0.83,0.825,0.82,0.805,0.845,0.87
21,0.815,0.85,0.82,0.84,0.82,0.82,0.875,0.85
22,0.84,0.85,0.825,0.82,0.82,0.815,0.845,0.865
23,0.86,0.83,0.84,0.825,0.81,0.81,0.855,0.87
24,0.845,0.83,0.825,0.815,0.805,0.83,0.865,0.85
