,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.84,0.84,0.845,0.8,0.81,0.805,0.845
1,0.865,0.84,0.845,0.875,0.815,0.795,0.81,0.86
2,0.88,0.85,0.86,0.87,0.8,0.82,0.81,0.855
3,0.9,0.835,0.85,0.865,0.8,0.825,0.82,0.855
4,0.835,0.845,0.855,0.87,0.81,0.79,0.815,0.84
5,0.83,0.855,0.86,0.865,0.825,0.82,0.8,0.845
6,0.79,0.845,0.85,0.855,0.8,0.8,0.82,0.845
7,0.82,0.835,0.845,0.855,0.805,0.815,0.82,0.845
8,0.865,0.86,0.865,0.865,0.78,0.8,0.815,0.835
9,0.855,0.845,0.855,0.865,0.825,0.795,0.81,0.85
10,0.86,0.83,0.845,0.865,0.805,0.825,0.805,0.84
11,0.855,0.86,0.835,0.845,0.805,0.805,0.815,0.825
12,0.84,0.83,0.86,0.85,0.82,0.8,0.83,0.84
13,0.86,0.83,0.835,0.855,0.805,0.8,0.82,0.85
14,0.82,0.835,0.82,0.86,0.81,0.79,0.81,0.83
15,0.86,0.85,0.845,0.875,0.805,0.8,0.82,0.84
16,0.835,0.85,0.865,0.88,0.79,0.81,0.82,0.875
17,0.845,0.835,0.855,0.86,0.815,0.785,0.81,0.85
18,0.885,0.86,0.855,0.865,0.82,0.79,0.825,0.86
19,0.82,0.83,0.86,0.855,0.795,0.79,0.805,0.845
20,0.78,0.83,0.83,0.87,0.815,0.81,0.85,0.865
21,0.815,0.865,0.84,0.87,0.81,0.78,0.825,0.855
22,0.84,0.83,0.845,0.865,0.81,0.79,0.82,0.865
23,0.86,0.835,0.845,0.855,0.805,0.79,0.835,0.865
24,0.845,0.855,0.84,0.855,0.8,0.8,0.84,0.85
