,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.885,0.825,0.785,0.805,0.78,0.78,0.83
1,0.865,0.875,0.795,0.815,0.815,0.775,0.8,0.845
2,0.88,0.875,0.82,0.81,0.825,0.805,0.805,0.84
3,0.9,0.87,0.785,0.8,0.81,0.765,0.805,0.845
4,0.835,0.885,0.83,0.805,0.82,0.795,0.8,0.835
5,0.83,0.88,0.835,0.81,0.83,0.79,0.84,0.835
6,0.79,0.865,0.805,0.815,0.815,0.79,0.805,0.835
7,0.82,0.865,0.81,0.795,0.8,0.795,0.8,0.825
8,0.865,0.855,0.835,0.805,0.805,0.775,0.815,0.82
9,0.855,0.855,0.835,0.805,0.82,0.81,0.83,0.83
10,0.86,0.85,0.805,0.785,0.8,0.78,0.795,0.825
11,0.855,0.88,0.81,0.795,0.815,0.775,0.78,0.815
12,0.84,0.88,0.805,0.785,0.825,0.76,0.795,0.83
13,0.86,0.87,0.815,0.79,0.815,0.775,0.795,0.835
14,0.82,0.85,0.82,0.775,0.83,0.78,0.795,0.82
15,0.86,0.855,0.83,0.8,0.825,0.795,0.805,0.83
16,0.835,0.87,0.855,0.795,0.81,0.78,0.81,0.855
17,0.845,0.88,0.81,0.795,0.805,0.785,0.81,0.84
18,0.885,0.885,0.825,0.815,0.83,0.805,0.835,0.84
19,0.82,0.87,0.81,0.8,0.805,0.785,0.8,0.835
20,0.78,0.865,0.79,0.79,0.83,0.8,0.795,0.855
21,0.815,0.845,0.8,0.77,0.83,0.785,0.81,0.835
22,0.84,0.87,0.82,0.775,0.82,0.785,0.81,0.84
23,0.86,0.86,0.81,0.805,0.81,0.78,0.79,0.85
24,0.845,0.85,0.84,0.8,0.815,0.795,0.805,0.83
