,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.825,0.83,0.81,0.785,0.835,0.795,0.82
1,0.865,0.81,0.83,0.8,0.805,0.835,0.8,0.825
2,0.88,0.815,0.865,0.81,0.795,0.845,0.815,0.815
3,0.9,0.815,0.84,0.82,0.785,0.83,0.78,0.82
4,0.835,0.83,0.845,0.785,0.775,0.815,0.79,0.805
5,0.83,0.845,0.805,0.815,0.78,0.81,0.795,0.825
6,0.79,0.825,0.83,0.82,0.79,0.795,0.82,0.815
7,0.82,0.825,0.805,0.825,0.78,0.835,0.805,0.81
8,0.865,0.825,0.815,0.81,0.76,0.825,0.78,0.815
9,0.855,0.83,0.82,0.82,0.79,0.82,0.805,0.825
10,0.86,0.815,0.81,0.79,0.795,0.815,0.77,0.8
11,0.855,0.845,0.81,0.8,0.775,0.83,0.79,0.805
12,0.84,0.82,0.815,0.795,0.795,0.82,0.8,0.81
13,0.86,0.83,0.815,0.805,0.795,0.83,0.79,0.815
14,0.82,0.825,0.81,0.79,0.805,0.835,0.8,0.8
15,0.86,0.82,0.81,0.79,0.79,0.825,0.8,0.815
16,0.835,0.855,0.845,0.775,0.77,0.805,0.815,0.83
17,0.845,0.81,0.84,0.795,0.805,0.81,0.825,0.82
18,0.885,0.84,0.84,0.805,0.795,0.82,0.785,0.82
19,0.82,0.825,0.83,0.805,0.805,0.795,0.78,0.81
20,0.78,0.815,0.825,0.785,0.815,0.84,0.795,0.835
21,0.815,0.82,0.835,0.795,0.785,0.83,0.79,0.83
22,0.84,0.81,0.81,0.795,0.795,0.82,0.805,0.84
23,0.86,0.83,0.81,0.795,0.805,0.835,0.83,0.835
24,0.845,0.82,0.82,0.815,0.78,0.845,0.815,0.825
