,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.795,0.815,0.82,0.805,0.825,0.845,0.83
1,0.865,0.81,0.815,0.84,0.815,0.815,0.83,0.835
2,0.88,0.815,0.83,0.85,0.825,0.82,0.84,0.835
3,0.9,0.81,0.815,0.835,0.82,0.815,0.82,0.835
4,0.835,0.825,0.82,0.845,0.81,0.82,0.85,0.815
5,0.83,0.8,0.805,0.845,0.83,0.84,0.85,0.835
6,0.79,0.835,0.815,0.855,0.825,0.845,0.85,0.82
7,0.82,0.83,0.8,0.855,0.81,0.825,0.84,0.835
8,0.865,0.81,0.84,0.835,0.8,0.835,0.86,0.825
9,0.855,0.83,0.84,0.845,0.84,0.835,0.85,0.825
10,0.86,0.77,0.8,0.835,0.815,0.825,0.84,0.825
11,0.855,0.79,0.815,0.83,0.815,0.82,0.87,0.825
12,0.84,0.77,0.795,0.83,0.825,0.825,0.865,0.825
13,0.86,0.775,0.83,0.825,0.815,0.805,0.855,0.84
14,0.82,0.795,0.8,0.835,0.83,0.82,0.865,0.825
15,0.86,0.81,0.79,0.835,0.83,0.83,0.86,0.83
16,0.835,0.82,0.81,0.845,0.79,0.83,0.835,0.845
17,0.845,0.8,0.81,0.835,0.825,0.805,0.835,0.835
18,0.885,0.815,0.825,0.855,0.84,0.84,0.84,0.835
19,0.82,0.815,0.8,0.85,0.815,0.81,0.85,0.84
20,0.78,0.79,0.81,0.835,0.83,0.825,0.865,0.845
21,0.815,0.83,0.825,0.86,0.83,0.825,0.845,0.835
22,0.84,0.775,0.805,0.845,0.815,0.825,0.85,0.85
23,0.86,0.79,0.825,0.85,0.815,0.83,0.86,0.855
24,0.845,0.83,0.835,0.85,0.81,0.83,0.855,0.83
