,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.775,0.785,0.835,0.78,0.825,0.77,0.83
1,0.865,0.795,0.77,0.86,0.8,0.815,0.785,0.83
2,0.88,0.805,0.785,0.875,0.79,0.83,0.81,0.83
3,0.9,0.805,0.79,0.865,0.785,0.815,0.8,0.83
4,0.835,0.805,0.79,0.845,0.795,0.82,0.79,0.825
5,0.83,0.795,0.79,0.825,0.775,0.81,0.79,0.825
6,0.79,0.785,0.795,0.85,0.81,0.81,0.785,0.82
7,0.82,0.775,0.77,0.855,0.795,0.79,0.775,0.83
8,0.865,0.78,0.79,0.85,0.78,0.815,0.79,0.815
9,0.855,0.775,0.79,0.845,0.805,0.82,0.795,0.82
10,0.86,0.78,0.78,0.82,0.805,0.785,0.78,0.83
11,0.855,0.76,0.765,0.82,0.795,0.795,0.8,0.81
12,0.84,0.775,0.775,0.83,0.805,0.805,0.79,0.825
13,0.86,0.785,0.77,0.83,0.8,0.795,0.785,0.835
14,0.82,0.795,0.76,0.835,0.815,0.795,0.795,0.815
15,0.86,0.78,0.79,0.84,0.805,0.83,0.8,0.82
16,0.835,0.79,0.8,0.84,0.765,0.81,0.815,0.845
17,0.845,0.79,0.79,0.85,0.805,0.805,0.78,0.825
18,0.885,0.775,0.805,0.855,0.805,0.8,0.81,0.84
19,0.82,0.795,0.79,0.83,0.805,0.815,0.79,0.82
20,0.78,0.78,0.76,0.855,0.795,0.8,0.775,0.84
21,0.815,0.775,0.765,0.85,0.805,0.805,0.785,0.825
22,0.84,0.775,0.775,0.82,0.81,0.79,0.79,0.84
23,0.86,0.81,0.785,0.855,0.805,0.81,0.77,0.85
24,0.845,0.8,0.78,0.83,0.785,0.79,0.785,0.825
