,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.815,0.77,0.79,0.79,0.8,0.815,0.83
1,0.865,0.835,0.775,0.81,0.825,0.805,0.835,0.835
2,0.88,0.835,0.79,0.805,0.815,0.8,0.87,0.83
3,0.9,0.85,0.8,0.815,0.805,0.815,0.855,0.835
4,0.835,0.835,0.785,0.795,0.8,0.815,0.825,0.825
5,0.83,0.825,0.79,0.8,0.805,0.83,0.84,0.83
6,0.79,0.82,0.79,0.825,0.81,0.8,0.885,0.82
7,0.82,0.81,0.785,0.82,0.79,0.815,0.855,0.825
8,0.865,0.81,0.785,0.795,0.79,0.82,0.83,0.82
9,0.855,0.82,0.795,0.81,0.82,0.825,0.865,0.835
10,0.86,0.79,0.795,0.76,0.805,0.8,0.825,0.825
11,0.855,0.79,0.78,0.78,0.81,0.81,0.83,0.825
12,0.84,0.795,0.785,0.8,0.825,0.78,0.835,0.835
13,0.86,0.815,0.77,0.795,0.795,0.795,0.815,0.835
14,0.82,0.785,0.775,0.805,0.825,0.795,0.815,0.825
15,0.86,0.825,0.78,0.805,0.805,0.83,0.875,0.84
16,0.835,0.83,0.825,0.825,0.8,0.82,0.845,0.85
17,0.845,0.84,0.805,0.805,0.81,0.815,0.855,0.83
18,0.885,0.83,0.79,0.795,0.81,0.835,0.85,0.835
19,0.82,0.82,0.785,0.79,0.805,0.81,0.84,0.83
20,0.78,0.805,0.805,0.815,0.82,0.81,0.85,0.84
21,0.815,0.8,0.785,0.825,0.815,0.81,0.85,0.835
22,0.84,0.815,0.795,0.81,0.815,0.79,0.83,0.845
23,0.86,0.82,0.78,0.8,0.8,0.82,0.84,0.845
24,0.845,0.8,0.78,0.79,0.805,0.8,0.84,0.83
