,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.82,0.845,0.83,0.775,0.815,0.84,0.875
1,0.865,0.83,0.845,0.855,0.815,0.8,0.815,0.87
2,0.88,0.83,0.845,0.845,0.79,0.82,0.84,0.88
3,0.9,0.83,0.86,0.855,0.79,0.815,0.85,0.87
4,0.835,0.815,0.85,0.835,0.79,0.805,0.83,0.87
5,0.83,0.83,0.865,0.84,0.775,0.785,0.83,0.88
6,0.79,0.825,0.84,0.855,0.79,0.81,0.85,0.875
7,0.82,0.83,0.835,0.83,0.77,0.795,0.845,0.88
8,0.865,0.83,0.865,0.83,0.76,0.82,0.84,0.87
9,0.855,0.84,0.86,0.855,0.81,0.79,0.845,0.875
10,0.86,0.84,0.82,0.83,0.785,0.78,0.83,0.865
11,0.855,0.815,0.85,0.825,0.785,0.785,0.835,0.87
12,0.84,0.825,0.86,0.83,0.795,0.78,0.835,0.875
13,0.86,0.815,0.825,0.82,0.78,0.78,0.82,0.88
14,0.82,0.81,0.83,0.815,0.8,0.775,0.83,0.865
15,0.86,0.835,0.855,0.85,0.77,0.815,0.835,0.87
16,0.835,0.835,0.86,0.85,0.76,0.8,0.825,0.9
17,0.845,0.825,0.845,0.865,0.785,0.795,0.825,0.87
18,0.885,0.825,0.865,0.82,0.79,0.795,0.84,0.885
19,0.82,0.805,0.83,0.845,0.785,0.795,0.83,0.87
20,0.78,0.825,0.825,0.865,0.79,0.785,0.83,0.89
21,0.815,0.84,0.84,0.84,0.8,0.795,0.825,0.88
22,0.84,0.82,0.86,0.835,0.795,0.8,0.83,0.89
23,0.86,0.84,0.855,0.84,0.795,0.8,0.85,0.895
24,0.845,0.835,0.84,0.85,0.78,0.79,0.85,0.875
