,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.82,0.785,0.825,0.77,0.815,0.79,0.78,0.835
1,0.865,0.805,0.825,0.81,0.84,0.79,0.775,0.84
2,0.88,0.8,0.86,0.785,0.845,0.775,0.76,0.835
3,0.9,0.79,0.84,0.785,0.825,0.805,0.805,0.84
4,0.835,0.79,0.835,0.8,0.845,0.795,0.78,0.83
5,0.83,0.79,0.85,0.795,0.825,0.79,0.78,0.835
6,0.79,0.785,0.84,0.79,0.835,0.785,0.795,0.835
7,0.82,0.775,0.835,0.805,0.825,0.775,0.795,0.83
8,0.865,0.8,0.835,0.775,0.805,0.79,0.8,0.835
9,0.855,0.795,0.85,0.79,0.845,0.795,0.79,0.845
10,0.86,0.77,0.825,0.81,0.83,0.765,0.78,0.83
11,0.855,0.775,0.81,0.8,0.825,0.775,0.81,0.82
12,0.84,0.75,0.83,0.8,0.83,0.75,0.77,0.83
13,0.86,0.775,0.83,0.795,0.82,0.78,0.785,0.835
14,0.82,0.785,0.81,0.79,0.835,0.8,0.77,0.82
15,0.86,0.795,0.84,0.825,0.84,0.81,0.805,0.835
16,0.835,0.79,0.85,0.81,0.835,0.805,0.8,0.86
17,0.845,0.79,0.83,0.805,0.87,0.79,0.82,0.845
18,0.885,0.8,0.855,0.795,0.845,0.785,0.805,0.84
19,0.82,0.8,0.845,0.805,0.835,0.78,0.77,0.84
20,0.78,0.78,0.83,0.805,0.845,0.765,0.795,0.85
21,0.815,0.785,0.83,0.81,0.83,0.8,0.805,0.845
22,0.84,0.785,0.855,0.79,0.85,0.775,0.79,0.855
23,0.86,0.785,0.85,0.8,0.83,0.785,0.81,0.855
24,0.845,0.805,0.855,0.805,0.84,0.78,0.775,0.83
