,baseline,5-mixed,CA,AU,NZ,UK,US,ZA
0,0.8811097756410258,0.8880992893604244,0.916866987179487,0.885917467948718,0.8839466666666667,0.8919270833333333,0.9013533834586466,0.9150723757465331
1,0.927979797979798,0.8956060454408967,0.9141626602564102,0.8890224358974359,0.8939733333333333,0.8970352564102564,0.9044611528822055,0.92063974086446
2,0.924782927084423,0.8998098288459614,0.9222756410256411,0.901542467948718,0.8955733333333333,0.9001402243589743,0.9068671679197995,0.9266120052636907
3,0.9542267628205129,0.8941046942248023,0.9228766025641025,0.8993389423076922,0.9002666666666667,0.9074519230769231,0.9182957393483709,0.9128454296993622
4,0.9238782051282051,0.8985086577920128,0.9255809294871795,0.8985376602564105,0.89184,0.9016426282051282,0.8987468671679198,0.9147687012855553
5,0.9215,0.8994094685216696,0.9118589743589743,0.8942307692307693,0.8942933333333333,0.9041466346153847,0.9071679197994986,0.9215507642473935
6,0.9055,0.9032128916024422,0.924979967948718,0.8998397435897435,0.9006933333333333,0.8944310897435898,0.9226065162907269,0.907986638323717
7,0.9025204980261161,0.8880992893604244,0.9126602564102564,0.8887219551282052,0.8893866666666667,0.8994391025641025,0.9040601503759399,0.9096062354489322
8,0.9145925331192292,0.8987088379541588,0.9251802884615385,0.889423076923077,0.8903466666666666,0.8901241987179488,0.9067669172932331,0.9085939872456725
9,0.9139492753623187,0.9072164948453608,0.9251802884615385,0.8869190705128205,0.90624,0.8993389423076923,0.9058646616541354,0.9192225933798968
10,0.9269342408167351,0.8898008207386648,0.9116586538461539,0.8851161858974358,0.8804266666666667,0.8861177884615385,0.900451127819549,0.8961433343455816
11,0.9377951964626671,0.8965068561705535,0.9166666666666667,0.8834134615384616,0.8804266666666667,0.890625,0.899749373433584,0.8974592570098188
12,0.9199879227053139,0.8960064057651886,0.9129607371794872,0.8858173076923077,0.8922666666666667,0.8860176282051282,0.898546365914787,0.8985727300334042
13,0.9425482934641177,0.897908117305575,0.9094551282051282,0.8828125000000002,0.8813866666666667,0.8819110576923077,0.8995488721804511,0.9023180483854641
14,0.8901010101010102,0.8879991992793514,0.9143629807692308,0.8849158653846154,0.8891733333333333,0.8895232371794871,0.8996491228070176,0.9047474440732868
15,0.9232237966033565,0.8983084776298669,0.9279847756410257,0.8847155448717948,0.89664,0.8955328525641025,0.9137844611528823,0.923980159935216
16,0.9230072463768116,0.8996096486838154,0.9269831730769231,0.8759014423076923,0.89952,0.8934294871794871,0.9136842105263158,0.9201336167628302
17,0.9204134885588118,0.8902011810629566,0.9320913461538461,0.8873197115384615,0.8954666666666667,0.8991386217948718,0.9049624060150376,0.9271181293653203
18,0.9528985507246377,0.9021119007106396,0.9303886217948718,0.883213141025641,0.9011199999999999,0.9006410256410257,0.9150877192982456,0.9322805952019435
19,0.8950580232092836,0.8958062256030428,0.9263822115384616,0.8760016025641025,0.8855466666666666,0.8870192307692308,0.905062656641604,0.9197287174815265
20,0.8775757575757577,0.9101191071964768,0.9235777243589743,0.8932291666666667,0.8945066666666667,0.8893229166666666,0.8989473684210527,0.9176029962546818
21,0.9016029841717914,0.9033129816835151,0.9195713141025641,0.9025440705128205,0.9045333333333333,0.9010416666666667,0.9134837092731829,0.9224617876303269
22,0.9225210758731434,0.9030127114402964,0.921875,0.8874198717948717,0.90432,0.889823717948718,0.8964411027568923,0.9142625771839255
23,0.9269172932330827,0.894905414873386,0.9134615384615384,0.8962339743589743,0.89376,0.8875200320512819,0.900952380952381,0.9144650268245773
24,0.9281818181818183,0.9143228906015414,0.9233774038461539,0.8885216346153846,0.89728,0.8838141025641025,0.9047619047619048,0.9139589027229477
